hired,service_year,nvq_level,length_of_service,employee_status,monthly_leaves,average_montly_hours,handle_appointments,customer_satisfaction_level,monthly_basic_salary,yearly_increment
2020,2021,4,1,1,0,215,24,1,32000,1
2017,2018,5,1,1,2,189,10,2,35000,0
2016,2021,3,5,2,4,210,29,3,39000,0
2018,2019,2,1,1,1,193,20,2,34000,1
2015,2018,3,3,2,0,299,30,1,41000,0
2020,2021,3,1,1,0,211,20,3,39000,0
2018,2021,3,3,2,1,249,36,1,49000,1
2016,2020,5,4,2,4,223,39,2,40000,1
2015,2019,3,1,1,5,160,16,3,36000,0
2015,2016,4,1,1,1,194,14,2,37000,0
2015,2021,5,6,2,2,236,34,2,45000,1
2020,2021,4,1,1,3,176,16,3,37000,0
2016,2021,4,5,2,3,229,30,2,51000,0
2016,2017,3,1,1,4,172,25,1,39000,0
2015,2016,2,1,1,0,214,12,1,36000,0
2020,2021,3,1,1,1,193,22,3,36000,0
2020,2021,2,1,1,3,180,14,1,37000,0
2019,2021,4,2,2,4,230,37,2,40000,1
2016,2018,2,2,2,4,210,22,2,40000,0
2017,2018,3,1,1,1,195,12,2,39000,0
2016,2019,4,3,2,3,229,40,2,46000,1
2020,2021,2,1,1,5,167,12,1,35000,0
2016,2017,4,1,1,5,163,18,2,32000,0
2016,2018,3,2,2,2,231,30,2,52000,0
2016,2018,3,2,2,2,238,45,1,40000,1
2016,2017,2,1,1,0,205,13,1,34000,0
2017,2020,3,3,2,3,235,32,1,43000,1
2018,2019,2,1,1,0,212,21,3,35000,0
2015,2018,5,3,2,4,225,42,3,38000,1
2017,2021,4,4,2,3,232,32,2,50000,1
2020,2021,4,1,1,2,191,23,2,33000,1
2015,2021,2,6,2,5,200,29,3,39000,0
2019,2020,2,1,1,0,202,25,2,39000,1
2018,2019,4,1,1,1,200,23,1,32000,1
2019,2021,4,2,2,3,239,34,2,41000,1
2015,2021,5,6,2,5,202,22,1,39000,0
2016,2018,5,2,2,1,242,41,1,62000,1
2015,2020,5,5,2,3,234,41,1,44000,1
2020,2021,3,1,1,0,215,22,3,35000,0
2016,2017,3,1,1,0,214,13,3,34000,0
2019,2021,4,2,2,4,230,44,3,40000,1
2018,2020,5,2,2,2,243,33,1,43000,1
2016,2019,2,3,2,5,210,29,1,38000,0
2015,2018,5,3,2,4,210,25,2,40000,0
2019,2020,2,1,1,3,176,20,1,39000,0
2015,2019,3,1,1,5,160,12,2,40000,0
2015,2020,5,5,2,3,224,44,1,46000,1
2020,2021,4,1,1,1,198,12,2,35000,0
2017,2021,2,4,2,0,288,43,2,39000,1
2020,2021,4,1,1,1,197,17,2,28000,1
2018,2021,4,3,2,3,225,40,1,51000,1
2020,2021,3,1,1,1,199,15,2,37000,0
2017,2019,5,2,2,5,206,24,1,39000,0
2016,2017,4,1,1,3,182,18,2,26000,1
2015,2016,2,1,1,0,209,17,2,39000,1
2017,2018,4,1,1,5,161,25,1,34000,0
2018,2021,3,3,2,2,249,36,1,40000,1
2016,2017,3,1,1,0,208,25,3,39000,0
2017,2018,3,1,1,0,206,16,2,31000,0
2017,2019,4,2,2,4,227,35,3,39000,1
2016,2019,5,3,2,3,226,31,1,53000,1
2018,2019,3,1,1,1,196,17,1,31000,1
2018,2020,4,2,2,1,242,30,3,39000,0
2016,2017,2,1,1,5,162,17,3,31000,0
2019,2021,5,2,2,1,245,44,1,64000,1
2016,2020,3,4,2,3,240,45,1,46000,1
2020,2021,2,1,1,4,171,11,3,36000,0
2018,2020,4,2,2,3,226,33,1,41000,1
2016,2018,2,2,2,5,210,27,3,39000,0
2017,2018,3,1,1,2,186,21,2,34000,1
2016,2021,5,5,2,5,201,26,1,39000,0
2016,2021,2,5,2,0,260,35,3,38000,1
2020,2021,2,1,1,4,172,18,2,37000,0
2017,2018,3,1,1,3,182,23,1,27000,1
2020,2021,5,1,1,1,196,18,1,30000,1
2018,2019,2,1,1,1,192,24,3,36000,0
2018,2019,2,1,1,0,207,25,1,36000,1
2018,2020,4,2,2,5,208,29,3,38000,0
2017,2021,3,4,2,2,241,35,2,48000,1
2020,2021,2,1,1,2,187,24,2,33000,1
2018,2020,5,2,2,1,240,43,2,69000,1
2020,2021,2,1,1,3,176,24,3,32000,0
2018,2020,2,2,2,5,206,30,1,39000,0
2015,2021,3,6,2,3,239,35,3,39000,1
2019,2020,3,1,1,0,206,18,1,27000,1
2017,2021,5,4,2,1,244,40,3,39000,1
2017,2020,4,3,2,3,237,44,2,53000,1
2019,2020,5,1,1,5,162,10,3,34000,0
2017,2019,3,2,2,3,220,36,1,55000,0
2017,2019,5,2,2,4,214,43,1,40000,0
2018,2020,4,2,2,1,240,42,3,38000,1
2019,2020,4,1,1,1,195,19,2,34000,1
2017,2018,2,1,1,4,168,12,3,34000,0
2020,2021,5,1,1,2,191,11,2,33000,0
2020,2021,2,1,1,0,207,21,1,38000,1
2019,2020,4,1,1,4,175,20,1,40000,0
2017,2021,5,4,2,4,212,37,1,39000,0
2020,2021,2,1,1,2,192,12,2,36000,0
2018,2019,4,1,1,1,199,11,2,39000,0
2016,2019,3,3,2,5,201,24,3,38000,0
2019,2020,4,1,1,4,173,24,1,37000,0
2020,2021,2,1,1,1,200,15,1,40000,0
2015,2020,2,5,2,5,204,22,1,40000,0
2017,2020,3,3,2,3,228,42,2,53000,1
2016,2018,4,2,2,5,205,30,3,39000,0
2017,2020,3,3,2,1,246,39,1,45000,1
2018,2020,4,2,2,1,240,33,1,44000,1
2018,2020,3,2,2,4,217,34,2,38000,0
2020,2021,4,1,1,4,176,12,2,38000,0
2018,2019,5,1,1,0,214,12,1,40000,0
2018,2019,3,1,1,4,174,21,1,31000,0
2015,2019,5,1,1,1,197,13,1,34000,0
2018,2019,4,1,1,4,173,18,1,33000,0
2015,2016,3,1,1,1,198,12,2,38000,0
2019,2020,2,1,1,4,175,16,3,40000,0
2016,2021,5,5,2,4,215,31,1,39000,0
2018,2021,2,3,2,2,248,45,1,40000,1
2020,2021,3,1,1,2,191,19,1,26000,1
2020,2021,2,1,1,2,184,22,3,33000,0
2020,2021,5,1,1,0,215,17,1,28000,1
2017,2019,3,2,2,3,221,41,3,38000,1
2020,2021,4,1,1,5,163,24,3,36000,0
2017,2020,2,3,2,1,242,43,2,38000,1
2019,2021,2,2,2,2,238,36,2,39000,1
2017,2021,3,4,2,0,260,37,3,39000,1
2019,2020,5,1,1,0,209,20,1,32000,1
2019,2021,5,2,2,1,245,37,1,45000,1
2019,2021,3,2,2,4,214,40,3,39000,0
2015,2020,3,5,2,4,221,41,2,39000,1
2017,2019,4,2,2,4,217,41,2,40000,0
2017,2020,4,3,2,3,236,30,3,40000,0
2017,2021,4,4,2,3,220,30,1,46000,0
2019,2021,3,2,2,2,231,41,1,55000,1
2018,2019,3,1,1,1,193,15,1,40000,0
2015,2018,3,3,2,2,242,40,2,48000,1
2017,2018,2,1,1,2,189,11,3,30000,0
2017,2021,4,4,2,0,261,34,1,50000,1
2020,2021,5,1,1,1,196,10,1,37000,0
2016,2017,2,1,1,1,192,17,2,32000,1
2016,2017,5,1,1,0,201,22,1,27000,1
2020,2021,2,1,1,1,192,22,2,35000,1
2020,2021,4,1,1,0,215,21,1,33000,1
2015,2020,2,5,2,1,242,38,2,39000,1
2017,2019,5,2,2,5,203,24,3,40000,0
2015,2020,2,5,2,1,247,41,3,38000,1
2016,2018,4,2,2,4,214,43,1,40000,0
2020,2021,3,1,1,0,207,14,2,30000,0
2018,2019,5,1,1,5,160,18,1,36000,0
2015,2018,2,3,2,1,243,42,1,39000,1
2015,2021,5,6,2,1,248,42,1,62000,1
2016,2017,3,1,1,1,193,21,3,33000,0
2020,2021,3,1,1,1,194,25,2,35000,1
2019,2020,5,1,1,5,164,19,1,36000,0
2017,2019,5,2,2,0,284,33,3,40000,1
2020,2021,2,1,1,5,164,10,1,31000,0
2018,2021,3,3,2,2,233,37,1,44000,1
2017,2019,2,2,2,0,290,41,2,40000,1
2020,2021,4,1,1,4,173,21,3,37000,0
2018,2021,2,3,2,3,239,40,1,39000,1
2018,2020,3,2,2,4,224,39,2,40000,1
2020,2021,4,1,1,0,208,15,1,37000,0
2017,2019,2,2,2,0,269,34,2,39000,1
2017,2018,4,1,1,5,160,19,2,33000,0
2018,2020,3,2,2,5,201,30,2,39000,0
2020,2021,4,1,1,5,160,15,1,32000,0
2016,2018,5,2,2,1,241,35,1,41000,1
2019,2020,3,1,1,5,165,14,2,32000,0
2017,2021,2,4,2,2,242,39,3,38000,1
2015,2020,4,5,2,2,243,45,1,65000,1
2019,2021,3,2,2,5,207,24,2,39000,0
2015,2017,3,2,2,5,209,22,2,40000,0
2017,2020,4,3,2,1,249,32,1,50000,1
2020,2021,3,1,1,0,210,24,2,26000,1
2017,2021,4,4,2,3,234,34,2,52000,1
2017,2018,2,1,1,1,198,13,3,33000,0
2018,2021,2,3,2,1,248,36,1,40000,1
2018,2021,4,3,2,3,239,38,2,41000,1
2018,2020,2,2,2,3,230,35,1,39000,1
2019,2021,5,2,2,4,219,30,1,39000,0
2017,2020,3,3,2,0,251,37,2,52000,1
2017,2018,4,1,1,3,183,11,2,40000,0
2019,2021,5,2,2,0,281,42,3,40000,1
2016,2021,5,5,2,5,206,22,1,39000,0
2019,2021,5,2,2,2,246,32,1,48000,1
2016,2021,4,5,2,4,225,40,2,39000,1
2015,2017,4,2,2,3,229,40,2,42000,1
2018,2019,3,1,1,3,182,13,2,33000,0
2016,2020,5,4,2,2,248,38,1,46000,1
2017,2019,2,2,2,1,241,36,1,39000,1
2015,2017,5,2,2,5,208,29,3,40000,0
2017,2021,5,4,2,3,229,30,2,41000,0
2017,2020,5,3,2,5,209,25,1,39000,0
2017,2020,5,3,2,0,300,42,1,67000,1
2017,2021,3,4,2,5,209,23,1,40000,0
2016,2018,2,2,2,0,270,31,2,39000,1
2017,2018,2,1,1,2,189,11,3,31000,0
2017,2021,2,4,2,1,248,33,1,39000,1
2019,2020,4,1,1,0,213,14,1,34000,0
2017,2018,5,1,1,0,203,22,3,35000,0
2020,2021,2,1,1,3,182,21,2,32000,1
2020,2021,5,1,1,0,220,10,1,36000,0
2015,2021,5,6,2,3,228,39,1,52000,1
2016,2018,4,2,2,2,238,43,1,68000,1
2018,2021,4,3,2,5,204,24,1,38000,0
2017,2019,3,2,2,0,282,30,2,49000,0
2019,2021,4,2,2,1,246,44,1,61000,1
2015,2020,5,5,2,5,200,25,1,38000,0
2019,2020,4,1,1,5,162,12,2,38000,0
2020,2021,5,1,1,0,215,15,3,32000,0
2017,2021,2,4,2,4,214,34,2,39000,0
2018,2020,3,2,2,0,261,33,2,53000,1
2019,2020,4,1,1,0,203,24,3,35000,0
2018,2021,2,3,2,5,203,29,3,38000,0
2016,2018,4,2,2,1,249,45,1,61000,1
2020,2021,2,1,1,5,166,12,2,33000,0
2017,2021,4,4,2,1,244,40,3,39000,1
2018,2019,3,1,1,0,218,12,1,39000,0
2020,2021,2,1,1,3,183,25,2,33000,1
2015,2016,4,1,1,5,164,19,2,35000,0
2018,2020,2,2,2,1,247,31,3,38000,1
2020,2021,2,1,1,1,192,11,2,31000,0
2019,2020,2,1,1,4,175,14,1,33000,0
2020,2021,4,1,1,4,172,19,1,37000,0
2016,2020,5,4,2,1,247,35,1,47000,1
2019,2021,3,2,2,3,221,37,1,41000,1
2019,2020,3,1,1,0,217,19,2,27000,1
2017,2019,5,2,2,2,230,41,1,65000,1
2016,2021,2,5,2,1,242,38,3,40000,1
2015,2021,4,6,2,5,207,27,2,39000,0
2015,2019,4,1,1,3,180,20,2,26000,0
2015,2019,4,1,1,0,213,25,2,33000,1
2020,2021,3,1,1,4,170,23,3,39000,0
2015,2019,3,1,1,5,163,21,2,33000,0
2016,2019,5,3,2,0,289,42,1,63000,1
2019,2020,3,1,1,2,189,18,1,32000,1
2020,2021,3,1,1,3,177,20,2,31000,0
2016,2021,4,5,2,1,241,41,3,38000,1
2017,2021,2,4,2,3,237,32,1,40000,1
2016,2018,4,2,2,4,211,45,2,40000,0
2016,2019,3,3,2,3,240,44,3,39000,1
2020,2021,5,1,1,5,164,20,1,32000,0
2018,2020,4,2,2,4,213,40,3,39000,0
2017,2021,2,4,2,5,208,26,2,39000,0
2018,2020,3,2,2,3,239,35,2,52000,1
2017,2020,5,3,2,2,239,45,1,69000,1
2017,2020,5,3,2,4,212,42,1,40000,0
2017,2019,4,2,2,3,229,37,1,53000,1
2019,2021,4,2,2,1,242,40,1,54000,1
2016,2020,5,4,2,0,257,34,3,39000,1
2019,2021,2,2,2,5,202,22,3,39000,0
2019,2020,4,1,1,2,187,13,2,39000,0
2015,2020,5,5,2,4,226,44,1,38000,1
2020,2021,4,1,1,3,176,12,2,32000,0
2017,2018,4,1,1,5,160,12,2,33000,0
2019,2020,3,1,1,4,171,15,1,35000,0
2017,2021,5,4,2,2,244,41,2,68000,1
2018,2020,3,2,2,4,228,33,1,38000,1
2019,2021,2,2,2,5,203,26,3,39000,0
2016,2021,5,5,2,2,235,30,1,44000,0
2018,2020,4,2,2,3,234,33,2,49000,1
2020,2021,5,1,1,0,217,22,2,28000,1
2018,2021,2,3,2,2,241,43,2,38000,1
2019,2020,3,1,1,3,176,13,1,32000,0
2016,2021,2,5,2,4,230,33,3,38000,1
2019,2020,5,1,1,4,175,24,1,35000,0
2019,2021,2,2,2,3,235,30,3,40000,0
2018,2019,3,1,1,2,190,25,2,26000,1
2016,2020,5,4,2,0,290,30,1,47000,0
2019,2020,3,1,1,5,168,23,3,39000,0
2020,2021,2,1,1,1,194,13,2,35000,0
2017,2020,4,3,2,4,219,45,2,39000,0
2016,2021,5,5,2,0,271,44,1,63000,1
2020,2021,5,1,1,4,168,20,1,32000,0
2020,2021,5,1,1,0,206,13,3,40000,0
2015,2019,2,1,1,4,169,17,2,39000,0
2018,2020,2,2,2,2,249,33,2,40000,1
2016,2019,2,3,2,5,201,30,2,40000,0
2020,2021,5,1,1,1,199,24,1,33000,1
2019,2021,2,2,2,0,287,35,1,38000,1
2020,2021,5,1,1,1,192,16,2,26000,0
2020,2021,5,1,1,0,220,23,1,28000,1
2016,2018,5,2,2,3,222,31,1,49000,1
2018,2021,2,3,2,0,299,40,3,38000,1
2020,2021,4,1,1,0,215,14,1,30000,0
2015,2019,2,1,1,4,175,25,2,37000,0
2020,2021,5,1,1,1,193,10,1,31000,0
2016,2020,3,4,2,3,226,32,2,41000,1
2020,2021,5,1,1,4,169,21,1,39000,0
2016,2017,5,1,1,3,184,19,1,26000,1
2017,2019,3,2,2,4,230,44,1,40000,1
2015,2016,4,1,1,0,210,24,1,34000,1
2019,2020,4,1,1,0,215,13,2,35000,0
2016,2018,4,2,2,3,225,38,2,50000,1
2020,2021,3,1,1,2,188,10,2,32000,0
2017,2018,5,1,1,0,216,14,1,40000,0
2016,2017,2,1,1,4,175,25,3,31000,0
2018,2021,3,3,2,5,201,28,2,39000,0
2016,2018,5,2,2,0,290,31,3,40000,1
2015,2020,2,5,2,0,297,40,2,40000,1
2017,2021,2,4,2,1,250,43,1,38000,1
2017,2018,4,1,1,3,184,22,1,28000,1
2019,2021,2,2,2,1,242,30,2,39000,0
2015,2017,4,2,2,0,250,30,1,42000,0
2015,2017,5,2,2,1,241,33,1,54000,1
2019,2020,5,1,1,2,187,25,2,33000,1
2018,2020,5,2,2,3,237,43,1,51000,1
2015,2017,5,2,2,5,210,30,1,39000,0
2015,2021,5,6,2,2,232,34,1,47000,1
2015,2016,4,1,1,1,194,18,2,26000,1
2019,2020,3,1,1,1,197,14,1,35000,0
2017,2021,4,4,2,4,228,37,1,39000,1
2015,2018,5,3,2,1,244,39,1,50000,1
2016,2021,2,5,2,4,227,44,3,40000,1
2020,2021,5,1,1,1,198,24,1,31000,1
2016,2020,3,4,2,3,227,41,3,40000,1
2020,2021,4,1,1,2,189,22,1,31000,1
2020,2021,5,1,1,5,162,12,1,31000,0
2019,2020,5,1,1,4,172,21,1,33000,0
2019,2020,4,1,1,1,192,17,3,38000,0
2016,2019,5,3,2,1,247,37,1,46000,1
2016,2021,2,5,2,4,212,34,1,39000,0
2019,2021,5,2,2,5,200,22,1,39000,0
2019,2021,4,2,2,4,217,32,2,39000,0
2015,2020,3,5,2,3,235,34,2,53000,1
2016,2017,4,1,1,1,195,21,3,36000,0
2015,2019,3,1,1,0,213,16,2,29000,0
2015,2018,5,3,2,0,294,31,3,39000,1
2020,2021,2,1,1,4,175,14,2,39000,0
2016,2020,4,4,2,5,205,22,2,38000,0
2020,2021,2,1,1,1,199,15,3,35000,0
2017,2019,5,2,2,1,245,33,1,44000,1
2020,2021,4,1,1,1,194,24,3,34000,0
2018,2019,3,1,1,4,170,16,2,39000,0
2015,2020,3,5,2,0,250,42,3,39000,1
2020,2021,3,1,1,0,200,20,3,30000,0
2020,2021,2,1,1,2,189,19,2,37000,1
2015,2016,3,1,1,4,169,11,2,33000,0
2016,2020,2,4,2,2,249,36,1,38000,1
2020,2021,3,1,1,2,188,11,2,32000,0
2018,2021,2,3,2,1,245,36,1,40000,1
2015,2016,2,1,1,4,173,24,1,37000,0
2018,2019,5,1,1,1,192,17,1,34000,1
2016,2020,4,4,2,4,216,39,3,39000,0
2016,2017,2,1,1,0,209,19,2,37000,1
2017,2019,4,2,2,0,252,39,3,39000,1
2015,2018,3,3,2,1,245,43,1,43000,1
2020,2021,2,1,1,1,193,24,2,35000,1
2016,2018,2,2,2,1,250,43,2,39000,1
2017,2019,3,2,2,0,277,32,1,40000,1
2015,2016,2,1,1,1,198,21,2,35000,1
2019,2021,4,2,2,3,225,41,2,52000,1
2018,2020,4,2,2,5,206,30,2,40000,0
2017,2021,5,4,2,0,279,36,3,40000,1
2015,2016,2,1,1,0,204,12,2,39000,0
2017,2019,4,2,2,1,249,44,1,69000,1
2020,2021,2,1,1,4,174,12,3,34000,0
2019,2021,3,2,2,3,239,42,1,43000,1
2015,2017,3,2,2,2,250,40,2,52000,1
2019,2020,3,1,1,5,164,24,2,30000,0
2016,2017,4,1,1,1,196,15,1,39000,0
2018,2020,2,2,2,3,236,42,1,38000,1
2016,2017,2,1,1,5,165,10,2,32000,0
2020,2021,5,1,1,0,216,22,1,34000,1
2016,2019,4,3,2,4,224,36,1,39000,1
2016,2018,3,2,2,0,295,31,1,48000,1
2018,2020,3,2,2,3,233,40,1,54000,1
2016,2019,3,3,2,4,214,30,2,38000,0
2020,2021,3,1,1,3,179,14,1,32000,0
2019,2020,4,1,1,1,192,12,1,31000,0
2016,2018,4,2,2,3,220,39,2,53000,0
2015,2018,4,3,2,1,249,44,2,66000,1
2017,2021,5,4,2,4,220,42,2,38000,0
2016,2020,3,4,2,1,249,38,1,47000,1
2017,2019,2,2,2,3,237,40,2,40000,1
2016,2018,4,2,2,3,240,31,2,52000,1
2020,2021,5,1,1,4,176,11,1,31000,0
2015,2021,4,6,2,4,225,34,2,38000,1
2020,2021,5,1,1,3,181,23,1,30000,1
2017,2021,4,4,2,3,223,35,1,43000,1
2015,2019,4,1,1,0,214,19,1,34000,1
2016,2021,2,5,2,3,222,36,3,38000,1
2015,2018,3,3,2,2,246,42,1,44000,1
2017,2021,3,4,2,5,201,28,3,40000,0
2016,2018,2,2,2,5,201,30,2,39000,0
2018,2021,4,3,2,0,262,32,2,51000,1
2019,2020,5,1,1,0,207,23,1,30000,1
2020,2021,3,1,1,2,186,16,3,32000,0
2016,2021,3,5,2,3,222,35,2,48000,1
2017,2018,3,1,1,3,184,22,3,34000,0
2017,2019,3,2,2,0,297,36,1,51000,1
2018,2019,3,1,1,3,178,14,1,36000,0
2017,2019,5,2,2,1,247,43,1,64000,1
2016,2021,2,5,2,5,205,26,2,40000,0
2017,2021,4,4,2,5,208,30,1,40000,0
2018,2021,4,3,2,1,244,41,2,62000,1
2019,2021,3,2,2,2,250,36,2,47000,1
2016,2017,2,1,1,0,210,18,2,30000,1
2017,2021,2,4,2,5,207,25,2,39000,0
2019,2020,5,1,1,0,218,14,1,32000,0
2018,2021,3,3,2,2,248,36,2,54000,1
2019,2020,3,1,1,0,218,24,2,27000,1
2015,2016,4,1,1,5,167,23,3,35000,0
2016,2017,3,1,1,2,192,22,2,34000,1
2016,2019,5,3,2,5,205,30,1,38000,0
2015,2021,3,6,2,3,232,38,2,45000,1
2016,2021,3,5,2,3,235,40,2,46000,1
2016,2019,4,3,2,5,210,27,1,38000,0
2016,2020,3,4,2,1,245,38,1,54000,1
2018,2019,5,1,1,5,166,17,1,38000,0
2015,2017,3,2,2,1,250,38,1,52000,1
2020,2021,3,1,1,0,218,18,1,32000,1
2020,2021,2,1,1,3,183,16,1,32000,0
2015,2019,2,1,1,5,167,21,3,34000,0
2015,2016,4,1,1,2,187,25,2,31000,1
2019,2020,2,1,1,3,178,19,1,33000,0
2015,2017,2,2,2,0,274,40,2,40000,1
2016,2021,3,5,2,1,248,36,1,53000,1
2019,2020,3,1,1,0,213,12,2,33000,0
2019,2021,3,2,2,1,240,31,1,47000,1
2016,2019,2,3,2,3,225,33,3,40000,1
2017,2020,3,3,2,2,247,41,1,41000,1
2015,2016,2,1,1,5,167,20,2,40000,0
2017,2019,5,2,2,3,238,42,1,47000,1
2015,2018,5,3,2,2,243,34,1,46000,1
2019,2021,3,2,2,1,249,32,2,51000,1
2020,2021,3,1,1,2,186,24,3,33000,0
2016,2021,2,5,2,5,202,22,3,40000,0
2019,2020,5,1,1,1,196,24,1,33000,1
2020,2021,2,1,1,4,168,17,3,35000,0
2018,2020,4,2,2,5,201,26,2,39000,0
2017,2019,5,2,2,0,280,40,1,46000,1
2019,2020,5,1,1,5,164,21,1,35000,0
2015,2017,3,2,2,3,234,38,1,48000,1
2019,2020,2,1,1,2,189,10,2,40000,0
2016,2017,5,1,1,4,170,12,1,34000,0
2019,2020,3,1,1,2,186,17,1,25000,1
2017,2019,3,2,2,0,257,40,1,46000,1
2017,2021,2,4,2,3,238,41,1,38000,1
2017,2020,3,3,2,0,252,45,1,47000,1
2019,2020,2,1,1,3,178,19,2,38000,0
2017,2019,3,2,2,4,214,43,1,39000,0
2019,2020,4,1,1,2,192,22,2,33000,1
2017,2019,5,2,2,2,239,43,1,65000,1
2015,2018,3,3,2,3,235,31,3,38000,1
2019,2020,4,1,1,0,215,24,1,31000,1
2016,2018,3,2,2,2,249,33,1,48000,1
2020,2021,3,1,1,3,176,24,1,29000,0
2019,2021,4,2,2,2,248,39,2,50000,1
2020,2021,5,1,1,0,208,13,1,40000,0
2015,2017,4,2,2,1,245,40,1,53000,1
2017,2019,4,2,2,0,278,30,1,54000,0
2018,2021,5,3,2,2,234,43,3,38000,1
2019,2020,4,1,1,4,174,15,3,34000,0
2016,2020,2,4,2,3,232,37,1,39000,1
2017,2021,3,4,2,1,246,44,3,40000,1
2019,2021,4,2,2,0,260,39,2,51000,1
2019,2020,3,1,1,5,160,17,2,32000,0
2017,2020,2,3,2,4,224,35,3,39000,1
2019,2020,2,1,1,3,176,15,2,33000,0
2016,2020,2,4,2,1,250,45,1,39000,1
2020,2021,4,1,1,2,185,18,1,32000,1
2018,2019,2,1,1,3,179,22,3,37000,0
2018,2021,4,3,2,2,231,33,3,40000,1
2017,2020,2,3,2,0,289,30,3,38000,0
2019,2021,5,2,2,3,238,34,1,54000,1
2015,2021,4,6,2,3,227,34,2,47000,1
2020,2021,2,1,1,2,187,22,2,37000,1
2017,2018,4,1,1,4,174,11,2,33000,0
2015,2017,3,2,2,0,263,31,2,44000,1
2017,2021,3,4,2,4,223,40,3,39000,1
2020,2021,4,1,1,4,173,10,3,33000,0
2017,2018,3,1,1,2,184,17,1,29000,1
2020,2021,4,1,1,5,163,19,3,40000,0
2019,2021,5,2,2,2,244,36,1,55000,1
2017,2018,4,1,1,1,200,23,1,33000,1
2020,2021,2,1,1,0,202,14,2,33000,0
2017,2019,4,2,2,1,243,38,2,48000,1
2016,2021,3,5,2,5,202,30,1,40000,0
2016,2017,5,1,1,5,165,17,1,34000,0
2015,2021,5,6,2,0,256,42,2,62000,1
2020,2021,4,1,1,0,212,24,2,30000,1
2019,2021,5,2,2,5,208,28,1,38000,0
2020,2021,3,1,1,3,180,13,1,36000,0
2017,2019,2,2,2,3,236,38,1,38000,1
2019,2021,2,2,2,2,239,30,3,39000,0
2015,2018,4,3,2,5,203,23,1,38000,0
2018,2021,3,3,2,3,237,41,1,50000,1
2020,2021,3,1,1,1,199,18,1,28000,1
2017,2021,3,4,2,4,227,41,3,39000,1
2019,2020,5,1,1,4,168,20,1,38000,0
2019,2021,2,2,2,0,250,42,1,39000,1
2019,2021,3,2,2,5,201,24,2,38000,0
2018,2019,4,1,1,0,213,12,1,37000,0
2018,2021,2,3,2,3,220,36,1,40000,0
2020,2021,4,1,1,1,200,24,1,26000,1
2015,2021,2,6,2,0,277,30,3,38000,0
2015,2021,5,6,2,0,250,37,2,53000,1
2017,2021,4,4,2,1,243,40,1,55000,1
2019,2021,5,2,2,1,247,38,2,47000,1
2020,2021,5,1,1,5,163,19,1,36000,0
2020,2021,2,1,1,0,203,22,1,38000,1
2018,2021,4,3,2,0,296,41,3,38000,1
2015,2018,3,3,2,2,234,31,2,47000,1
2020,2021,4,1,1,1,192,21,2,26000,1
2018,2019,3,1,1,4,171,13,3,35000,0
2017,2021,4,4,2,3,229,42,3,39000,1
2020,2021,4,1,1,3,184,22,1,29000,1
2018,2019,3,1,1,5,163,10,1,32000,0
2019,2021,3,2,2,2,248,39,2,53000,1
2020,2021,4,1,1,0,206,15,2,37000,0
2017,2020,5,3,2,2,235,44,3,39000,1
2016,2017,4,1,1,2,188,24,2,27000,1
2020,2021,4,1,1,2,190,15,1,38000,0
2016,2021,4,5,2,1,246,37,3,38000,1
2017,2020,4,3,2,3,224,38,2,49000,1
2015,2020,3,5,2,1,250,31,2,42000,1
2020,2021,2,1,1,2,185,12,1,31000,0
2018,2021,5,3,2,4,210,26,3,39000,0
2018,2020,3,2,2,1,250,36,1,48000,1
2017,2021,4,4,2,4,221,45,1,40000,1
2015,2018,5,3,2,0,276,33,3,40000,1
2016,2017,3,1,1,2,185,12,3,34000,0
2018,2021,5,3,2,1,248,40,3,39000,1
2017,2018,3,1,1,0,211,18,1,33000,1
2016,2019,4,3,2,0,264,35,3,39000,1
2018,2020,5,2,2,4,230,40,2,39000,1
2016,2018,4,2,2,4,230,36,1,40000,1
2016,2020,4,4,2,1,250,41,1,63000,1
2017,2020,5,3,2,5,210,22,1,38000,0
2017,2019,2,2,2,4,210,27,1,40000,0
2019,2021,5,2,2,5,200,28,2,40000,0
2018,2019,3,1,1,1,194,24,2,34000,1
2015,2017,5,2,2,4,227,37,2,39000,1
2017,2018,4,1,1,5,162,16,2,34000,0
2018,2021,2,3,2,0,259,43,3,38000,1
2019,2021,5,2,2,5,204,24,1,38000,0
2015,2021,5,6,2,3,231,33,1,43000,1
2019,2021,3,2,2,3,229,40,1,54000,1
2015,2016,4,1,1,5,161,17,2,33000,0
2016,2018,3,2,2,4,214,35,1,39000,0
2019,2021,2,2,2,2,244,41,3,39000,1
2020,2021,3,1,1,4,173,21,1,39000,0
2020,2021,5,1,1,0,214,24,1,32000,1
2019,2020,5,1,1,0,202,19,1,29000,1
2017,2018,4,1,1,3,182,15,2,32000,0
2017,2020,4,3,2,4,220,30,3,38000,0
2017,2019,2,2,2,2,246,35,3,39000,1
2017,2021,5,4,2,2,242,42,1,61000,1
2015,2020,5,5,2,3,224,34,1,42000,1
2018,2019,5,1,1,0,200,25,1,27000,1
2019,2021,3,2,2,3,223,42,3,38000,1
2018,2020,4,2,2,5,204,25,1,38000,0
2017,2021,5,4,2,1,242,33,1,50000,1
2018,2021,4,3,2,4,222,34,3,40000,1
2016,2018,3,2,2,2,249,36,2,46000,1
2015,2016,2,1,1,2,188,10,2,39000,0
2016,2018,4,2,2,2,231,41,2,63000,1
